22:32:03.180 > READ:    Memory read at id: 0; Data: 255
22:32:03.790 > UPDATE:  Memory write at id: 46; Data: 255->255 save count: 0
22:32:03.794 > UPDATE:  Memory write at id: 47; Data: 255->255 save count: 0
22:32:03.802 > UPDATE:  Memory write at id: 48; Data: 255->255 save count: 0
22:32:03.806 > UPDATE:  Memory write at id: 49; Data: 255->255 save count: 0
22:32:03.810 > UPDATE:  Memory write at id: 50; Data: 255->255 save count: 0
22:32:03.818 > UPDATE:  Memory write at id: 51; Data: 255->255 save count: 0
22:32:03.822 > UPDATE:  Memory write at id: 52; Data: 255->255 save count: 0
22:32:03.826 > UPDATE:  Memory write at id: 53; Data: 255->255 save count: 0
22:32:03.836 > UPDATE:  Memory write at id: 54; Data: 255->255 save count: 0
22:32:03.840 > UPDATE:  Memory write at id: 55; Data: 255->255 save count: 0
22:32:03.844 > UPDATE:  Memory write at id: 56; Data: 255->255 save count: 0
22:32:03.851 > UPDATE:  Memory write at id: 57; Data: 255->255 save count: 0
22:32:03.856 > UPDATE:  Memory write at id: 58; Data: 255->255 save count: 0
22:32:03.860 > UPDATE:  Memory write at id: 59; Data: 255->255 save count: 0
22:32:03.864 > UPDATE:  Memory write at id: 60; Data: 255->255 save count: 0
22:32:03.872 > UPDATE:  Memory write at id: 61; Data: 255->255 save count: 0
22:32:03.876 > UPDATE:  Memory write at id: 62; Data: 255->255 save count: 0
22:32:03.880 > UPDATE:  Memory write at id: 63; Data: 255->255 save count: 0
22:32:03.888 > UPDATE:  Memory write at id: 64; Data: 255->255 save count: 0
22:32:03.892 > UPDATE:  Memory write at id: 65; Data: 255->255 save count: 0
22:32:03.896 > UPDATE:  Memory write at id: 66; Data: 255->255 save count: 0
22:32:03.905 > UPDATE:  Memory write at id: 67; Data: 255->255 save count: 0
22:32:03.909 > UPDATE:  Memory write at id: 68; Data: 255->255 save count: 0
22:32:03.913 > UPDATE:  Memory write at id: 69; Data: 255->255 save count: 0
22:32:03.922 > UPDATE:  Memory write at id: 70; Data: 255->255 save count: 0
22:32:03.926 > UPDATE:  Memory write at id: 71; Data: 255->255 save count: 0
22:32:03.930 > UPDATE:  Memory write at id: 72; Data: 255->255 save count: 0
22:32:03.937 > UPDATE:  Memory write at id: 73; Data: 255->255 save count: 0
22:32:03.941 > UPDATE:  Memory write at id: 74; Data: 255->255 save count: 0
22:32:03.945 > UPDATE:  Memory write at id: 75; Data: 255->255 save count: 0
22:32:03.949 > UPDATE:  Memory write at id: 76; Data: 255->255 save count: 0
22:32:03.958 > UPDATE:  Memory write at id: 77; Data: 255->255 save count: 0
22:32:03.962 > UPDATE:  Memory write at id: 78; Data: 255->255 save count: 0
22:32:03.965 > UPDATE:  Memory write at id: 79; Data: 255->255 save count: 0
22:32:03.974 > UPDATE:  Memory write at id: 80; Data: 255->255 save count: 0
22:32:03.978 > UPDATE:  Memory write at id: 81; Data: 255->255 save count: 0
22:32:03.983 > UPDATE:  Memory write at id: 82; Data: 255->255 save count: 0
22:32:03.991 > UPDATE:  Memory write at id: 83; Data: 255->255 save count: 0
22:32:03.995 > UPDATE:  Memory write at id: 84; Data: 255->255 save count: 0
22:32:03.999 > UPDATE:  Memory write at id: 85; Data: 255->255 save count: 0
22:32:04.007 > UPDATE:  Memory write at id: 86; Data: 255->255 save count: 0
22:32:04.012 > UPDATE:  Memory write at id: 87; Data: 255->255 save count: 0
22:32:04.016 > UPDATE:  Memory write at id: 88; Data: 255->255 save count: 0
22:32:04.020 > UPDATE:  Memory write at id: 89; Data: 255->255 save count: 0
22:32:04.027 > UPDATE:  Memory write at id: 90; Data: 255->255 save count: 0
22:32:04.031 > UPDATE:  Memory write at id: 91; Data: 255->255 save count: 0
22:32:04.036 > UPDATE:  Memory write at id: 92; Data: 255->255 save count: 0
22:32:04.045 > UPDATE:  Memory write at id: 93; Data: 255->255 save count: 0
22:32:04.049 > UPDATE:  Memory write at id: 94; Data: 255->255 save count: 0
22:32:04.053 > UPDATE:  Memory write at id: 95; Data: 255->255 save count: 0
22:32:04.061 > UPDATE:  Memory write at id: 96; Data: 255->255 save count: 0
22:32:04.065 > UPDATE:  Memory write at id: 97; Data: 255->255 save count: 0
22:32:04.069 > UPDATE:  Memory write at id: 98; Data: 255->255 save count: 0
22:32:04.076 > UPDATE:  Memory write at id: 99; Data: 255->255 save count: 0
22:32:04.080 > READ:    Memory read at id: 17; Data: 255
22:32:04.086 > READ:    Memory read at id: 17; Data: 255
22:32:04.090 > MEMORY:  Size: 100; Address: 0; Redundancy: 2; Data id: 17; Save count: 0
22:38:45.035 > UPDATE:  Memory write at id: 17; Data: 255->3 save count: 1
22:38:45.040 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->2   ; Manual: None; LocNow: 3   ; LocStop: None
22:38:47.041 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->2   ; Manual: None; LocNow: None; LocStop: None
22:38:49.045 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->2   ; Manual: None; LocNow: None; LocStop: None
22:38:51.048 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->2   ; Manual: None; LocNow: None; LocStop: None
22:38:52.698 > UPDATE:  Memory write at id: 17; Data: 3->2 save count: 2
22:38:53.055 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: 2   ; LocStop: None
22:38:55.058 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:38:57.059 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:38:59.062 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:01.065 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:03.069 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:05.072 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:07.074 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:09.077 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:11.083 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:13.087 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:15.090 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:17.092 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:19.096 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:21.097 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:23.100 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:25.103 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:27.106 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:29.113 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:31.116 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:33.118 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:35.122 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:37.125 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:39.128 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:41.130 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:43.132 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:45.136 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:47.142 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
22:39:49.146 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    2->2   ; Manual: None; LocNow: None; LocStop: None
