22:55:10.907 > EAD:    Memory read at id: 6; Data: 255
22:55:10.907 > READ:    Memory YX
22:55:10.907 > сid: 7; Data: 25�READ:    Memory read at id: 0; Data: 255
22:55:12.490 > READ:    Memory read at id: 1; Data: 255
22:55:12.494 > READ:    Memory read at id: 2; Data: 255
22:55:12.498 > READ:    Memory read at id: 3; Data: 255
22:55:12.502 > READ:    Memory read at id: 4; Data: 255
22:55:12.506 > READ:    Memory read at id: 5; Data: 255
22:55:12.511 > READ:    Memory read at id: 6; Data: 255
22:55:12.511 > READ:    Memory read at id: 7; Data: 255
22:55:12.515 > READ:    Memory read at id: 8; Data: 255
22:55:12.519 > READ:    Memory read at id: 9; Data: 255
22:55:12.523 > READ:    Memory read at id: 10; Data: 255
22:55:12.527 > READ:    Memory read at id: 11; Data: 255
22:55:12.531 > READ:    Memory read at id: 12; Data: 255
22:55:12.535 > READ:    Memory read at id: 13; Data: 255
22:55:12.539 > READ:    Memory read at id: 14; Data: 255
22:55:12.539 > READ:    Memory read at id: 15; Data: 255
22:55:12.543 > READ:    Memory read at id: 16; Data: 255
22:55:12.547 > READ:    Memory read at id: 17; Data: 255
22:55:12.551 > READ:    Memory read at id: 18; Data: 255
22:55:12.556 > READ:    Memory read at id: 19; Data: 255
22:55:12.560 > READ:    Memory read at id: 20; Data: 255
22:55:12.564 > READ:    Memory read at id: 21; Data: 255
22:55:12.568 > READ:    Memory read at id: 22; Data: 255
22:55:12.572 > READ:    Memory read at id: 23; Data: 255
22:55:12.576 > READ:    Memory read at id: 24; Data: 255
22:55:12.576 > READ:    Memory read at id: 25; Data: 255
22:55:12.580 > READ:    Memory read at id: 26; Data: 255
22:55:12.584 > READ:    Memory read at id: 27; Data: 255
22:55:12.588 > READ:    Memory read at id: 28; Data: 255
22:55:12.592 > READ:    Memory read at id: 29; Data: 255
22:55:12.597 > READ:    Memory read at id: 30; Data: 255
22:55:12.601 > READ:    Memory read at id: 31; Data: 255
22:55:12.605 > READ:    Memory read at id: 32; Data: 255
22:55:12.609 > READ:    Memory read at id: 33; Data: 255
22:55:12.609 > READ:    Memory read at id: 34; Data: 255
22:55:12.613 > READ:    Memory read at id: 35; Data: 255
22:55:12.617 > READ:    Memory read at id: 36; Data: 255
22:55:12.621 > READ:    Memory read at id: 37; Data: 255
22:55:12.624 > READ:    Memory read at id: 38; Data: 255
22:55:12.629 > READ:    Memory read at id: 39; Data: 255
22:55:12.633 > READ:    Memory read at id: 40; Data: 255
22:55:12.637 > READ:    Memory read at id: 41; Data: 255
22:55:12.642 > READ:    Memory read at id: 42; Data: 255
22:55:12.642 > READ:    Memory read at id: 43; Data: 255
22:55:12.645 > READ:    Memory read at id: 44; Data: 255
22:55:12.649 > READ:    Memory read at id: 45; Data: 255
22:55:12.653 > READ:    Memory read at id: 46; Data: 255
22:55:12.658 > READ:    Memory read at id: 47; Data: 255
22:55:12.662 > READ:    Memory read at id: 48; Data: 255
22:55:12.666 > READ:    Memory read at id: 49; Data: 255
22:55:12.670 > READ:    Memory read at id: 50; Data: 255
22:55:12.674 > READ:    Memory read at id: 51; Data: 255
22:55:12.678 > READ:    Memory read at id: 52; Data: 3
22:55:12.678 > READ:    Memory read at id: 52; Data: 3
22:55:12.682 > MEMORY:  Size: 100; Address: 0; Redundancy: 2; Data id: 52; Save count: 0
22:56:16.533 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:18.536 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:20.539 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:22.541 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:24.544 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:26.547 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:28.554 > LOG:     Motor: Stopped; LedStrip: On ; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:30.557 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:32.560 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:34.563 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:36.565 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:38.568 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:40.571 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:42.574 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:44.578 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:46.579 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:48.582 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:50.585 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:52.588 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:54.595 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:56.598 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:56:58.602 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:00.603 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:02.606 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:04.609 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:06.612 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:08.613 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:10.617 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:12.624 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:14.627 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:16.630 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:18.632 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:20.636 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:22.638 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:24.640 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:26.644 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:28.646 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:30.650 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:32.651 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:34.655 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:36.657 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:38.661 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:40.663 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:42.671 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:44.673 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:46.675 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:48.679 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:50.681 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:52.684 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:54.686 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:56.689 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:57:58.692 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:00.699 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:02.703 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:04.705 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:06.708 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:08.710 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:10.714 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:12.716 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:14.719 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:16.722 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:18.724 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:20.727 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:22.734 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:24.737 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:26.740 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:28.743 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:30.745 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
22:58:32.747 > LOG:     Motor: Stopped; LedStrip: Off; Goal:    3->None; Manual: None; LocNow: None; LocStop: None
